,bathrooms,bedrooms,longitude,latitude,price
22784,1.0,2,-73.9847,40.7637,3500
42017,1.0,1,-73.9874,40.7743,2155
354,1.0,2,-73.9615,40.6882,2400
9629,1.0,1,-73.9525,40.7779,4500
43336,2.0,2,-73.9473,40.78,4495
19705,1.0,1,-73.9527,40.7823,2450
18147,1.0,0,-73.9802,40.7469,2500
39037,1.0,2,-73.9611,40.7627,2650
9241,1.5,1,-73.9624,40.7754,10000
29313,2.0,3,-73.9742,40.796,4650
2322,1.0,1,-73.971,40.7863,3375
23338,1.0,1,-73.9384,40.8121,2350
3706,1.0,1,-73.9934,40.6947,2350
46355,1.0,2,-73.9392,40.8021,2275
15351,1.0,2,-73.9982,40.7568,3355
48509,1.0,0,-73.9505,40.771,1950
35326,1.0,0,-74.0038,40.7406,2450
21974,1.0,1,-73.9558,40.773,2350
8684,1.0,1,-73.9568,40.7726,1925
16400,2.0,2,-73.9542,40.7758,3400
30229,1.0,1,-73.9502,40.7754,4695
42940,1.0,2,-73.9647,40.8028,3200
43395,1.0,1,-73.9264,40.8668,1650
16994,1.5,3,-74.0109,40.7191,6100
10634,2.0,2,-73.9935,40.7247,4795
14219,2.0,2,-73.952,40.7748,3500
15284,1.0,0,-73.986,40.6927,2565
35012,1.0,1,-73.9941,40.6912,2400
2221,1.0,1,-73.9548,40.7689,2704
48406,1.0,1,-73.9648,40.7572,2750
15287,1.0,2,-73.9636,40.7568,4799
34156,1.0,2,-73.9611,40.7627,3400
11956,1.0,1,-73.9182,40.7443,1900
26662,1.0,2,-73.9382,40.8367,2100
29623,1.0,0,-74.007,40.7074,2700
30233,1.0,3,-73.9839,40.7316,4250
9295,1.0,1,-73.9922,40.7556,3621
37052,1.0,0,-73.9864,40.73,2750
18389,1.0,2,-73.9789,40.7425,3200
35254,1.0,2,-73.9416,40.8163,2300
42845,1.0,2,-74.0069,40.7074,2730
48428,1.0,1,-73.9196,40.6798,1775
33930,1.0,2,-73.9388,40.7971,2000
36668,1.0,1,-74.0008,40.7478,2595
26726,2.0,4,-74.01,40.7064,6175
19168,1.0,1,-73.9847,40.7666,1875
31008,1.0,2,-73.993,40.7204,3000
36945,1.0,1,-73.9674,40.7992,2650
41402,1.0,2,-73.9888,40.7203,2925
9898,1.0,2,-73.9824,40.7236,4200
34169,1.0,1,-73.9865,40.7348,4200
33839,1.0,0,-73.9964,40.7441,2300
2612,1.0,1,-73.9846,40.7637,2885
32155,1.0,0,-73.9826,40.6946,3440
32308,1.0,0,-73.9659,40.7928,2250
38684,1.0,1,-73.9939,40.6988,2600
16785,1.0,4,-73.9552,40.7766,5500
24724,1.0,2,-74.0043,40.733,6250
10307,1.0,0,-74.0144,40.7099,2435
32571,1.0,2,-73.9892,40.7242,3800
32230,1.0,2,-73.9933,40.7366,4100
30584,1.0,1,-73.9151,40.7674,2200
18615,1.0,1,-73.9827,40.7827,3000
34237,1.0,2,-74.002,40.7313,3025
5567,1.0,0,-74.0036,40.7399,2300
38339,1.0,2,-74.0046,40.7073,3000
34742,1.0,0,-73.9493,40.774,1825
13364,1.0,0,-73.9579,40.774,2200
5970,1.0,0,-73.9779,40.7466,2400
42503,1.0,1,-73.9283,40.8642,1695
29126,1.0,2,-73.961,40.7987,3200
8880,1.0,0,-73.9881,40.7243,1875
32194,1.0,3,-73.9404,40.844,2500
10274,1.0,1,-73.971,40.6899,1950
7689,1.0,3,-73.9916,40.7677,5000
41638,1.0,0,-73.9608,40.7719,1925
6613,1.0,1,-73.9418,40.79,1650
11194,2.0,3,-73.9509,40.7754,4995
10840,1.0,0,-73.9416,40.8163,1660
27698,1.0,1,-73.9578,40.6519,1500
32176,1.0,2,-73.995,40.7603,2295
36981,1.0,1,-73.9741,40.7924,2750
20518,1.0,2,-74.0072,40.7067,3100
12989,1.0,1,-73.844,40.6927,1550
31397,1.0,2,-74.0112,40.718,4250
48681,1.0,0,-73.9984,40.7545,2200
28995,1.0,3,-73.97399999999998,40.7446,3795
24131,1.0,1,-73.9762,40.7238,2500
39665,1.0,1,-73.9569,40.8032,2500
40124,1.0,2,-73.9446,40.7904,2495
35186,2.0,3,-73.9829,40.7199,5395
9013,1.0,1,-74.0008,40.7478,2600
16258,1.0,2,-73.9984,40.7545,3300
36256,2.0,3,-73.9545,40.8034,4000
20486,1.0,3,-74.0151,40.7084,3850
7292,1.0,0,-74.0138,40.7025,2700
32275,1.0,2,-73.9112,40.6853,2100
20997,1.0,0,-73.9737,40.7928,3250
12155,2.0,2,-74.0016,40.7371,5000
12881,2.0,2,-73.9963,40.7606,4750
7529,1.0,1,-73.9547,40.6681,1875
1567,1.0,2,-73.9691,40.8006,4000
12934,1.0,1,-73.9965,40.7382,6295
23966,1.0,2,-73.9682,40.7537,2600
22301,1.0,1,-73.9666,40.6838,1995
40790,1.0,2,-73.9826,40.7313,3000
14897,1.0,3,-73.9601,40.719,2899
29854,1.0,1,-73.9508,40.7735,2800
3180,2.0,3,-73.9999,40.7424,5000
27297,1.0,0,-73.9994,40.7606,2450
27267,2.0,4,-73.9727,40.7436,6250
27701,1.0,1,-73.9772,40.7412,2970
41848,1.0,1,-73.9529,40.781,2700
5656,1.0,2,-73.9964,40.7198,3500
24754,1.0,1,-73.9617,40.7617,2850
45642,1.0,1,-73.9595,40.6521,1400
6700,1.0,1,-73.9542,40.7723,2979
19277,1.0,2,-73.9839,40.7316,3150
42916,1.0,3,-73.9838,40.7287,4995
28552,1.0,1,-73.9626,40.7617,2350
23653,1.0,0,-73.9935,40.7247,3395
38932,1.0,1,-74.0057,40.7356,4195
45609,1.0,2,-73.9759,40.7415,3000
36250,1.0,2,-73.9826,40.7282,2890
16625,1.0,1,-73.9582,40.7695,4395
25075,1.0,2,-73.9281,40.7575,2200
39872,1.0,0,-73.9406,40.8292,1575
22283,1.0,1,-73.9915,40.7165,1995
15014,1.0,1,-74.0186,40.6287,1435
10335,1.0,1,-73.954,40.7769,2795
37894,1.0,0,-73.9512,40.7707,2039
30490,1.0,1,-73.9871,40.7313,3250
41051,1.0,1,-73.9452,40.7766,2175
31816,2.0,3,-73.9872,40.7266,6250
29218,4.0,4,-73.9631,40.7773,25000
25460,1.0,0,-73.9763,40.7477,2395
43744,1.0,2,-73.9958,40.7233,4495
42882,1.0,0,-73.9779,40.7466,2400
40131,1.0,0,-73.9455,40.8217,1550
42885,1.0,0,-74.0149,40.708,2492
18407,1.0,0,-73.9554,40.7746,2095
33814,2.0,3,-73.9687,40.7906,4200
26121,1.0,2,-73.9709,40.7938,2875
30248,2.0,2,-73.9755,40.7889,7500
243,1.0,1,-73.9785,40.7633,3250
17941,1.0,2,-73.8426,40.7233,2600
20944,2.0,2,-74.0138,40.7168,6695
15565,2.0,3,-73.976,40.7476,5695
36770,1.0,0,-73.97399999999998,40.7538,2200
15385,1.0,1,-73.9668,40.8015,3000
19075,2.0,5,-73.9959,40.72,6300
26267,2.0,2,-73.9896,40.7341,6500
2136,1.0,1,-73.9624,40.6592,1800
35859,1.0,1,-73.9884,40.7606,2800
21117,1.0,1,-73.949,40.78,2350
37632,1.0,1,-73.9498,40.7856,3700
7262,1.0,2,-73.926,40.7726,3250
5565,1.0,0,-73.9979,40.7411,2300
3511,1.0,1,-74.0163,40.7114,3250
39019,1.0,3,-73.954,40.7067,2900
23931,1.0,1,-73.97399999999998,40.7538,2900
27665,1.0,0,-73.9186,40.8665,1400
2316,1.0,2,-74.0065,40.7081,2871
30316,1.5,2,-73.9901,40.7239,4400
2014,1.0,1,-73.9677,40.7539,5000
6569,1.0,2,-74.0046,40.7073,2900
14222,1.0,1,-74.0065,40.7081,2650
6827,1.0,1,-73.9563,40.7664,1975
22674,1.0,0,-73.9618,40.8003,1900
11579,1.0,2,-73.9397,40.7518,3200
39103,1.0,1,-73.9978,40.7612,3200
27374,1.0,0,-74.0055,40.7111,3750
15378,1.0,3,-73.9481,40.7957,3850
2012,1.0,0,-73.9689,40.7602,2750
25506,1.0,1,-73.9946,40.7242,3500
6849,1.0,1,-73.9832,40.7297,3000
40422,1.0,1,-73.8691,40.8539,1450
8810,1.0,0,-73.9929,40.7714,3400
41648,1.0,4,-73.9044,40.6828,3000
35469,1.0,3,-73.9827,40.7185,3995
21629,1.0,2,-73.8339,40.7056,1950
25327,1.0,3,-73.9652,40.8022,4500
6998,1.0,2,-73.9516,40.8005,2750
21118,2.0,3,-73.9618,40.7617,3395
23165,1.0,1,-73.9922,40.7248,4860
37743,1.0,0,-73.9739,40.7479,2400
23163,1.0,1,-74.0038,40.74,4100
33983,1.0,1,-73.9462,40.7777,3250
13492,2.0,3,-73.9804,40.6611,5200
46997,1.5,3,-73.9507,40.7806,3500
25058,1.0,1,-74.0005,40.7304,2800
30859,1.0,1,-73.9891,40.7239,3195
2889,1.0,2,-74.0056,40.733,4495
2346,1.0,1,-74.0148,40.716,4900
8305,1.0,1,-73.9629,40.7632,3195
7503,1.5,1,-73.9528,40.7818,3499
31852,2.0,3,-73.985,40.7402,5500
6737,1.0,3,-73.9712,40.7594,4000
257,1.0,1,-74.0308,40.727,2800
40205,3.0,3,-73.9556,40.776,8541
2399,1.0,1,-73.9848,40.7635,3050
6058,2.0,2,-74.008,40.7321,5758
32976,2.0,2,-73.9951,40.712,2575
35259,1.0,2,-73.9892,40.7282,2525
39353,1.0,1,-73.9552,40.6802,2200
16396,1.0,1,-73.9528,40.7796,3450
13443,1.0,1,-73.983,40.7836,2650
40170,1.0,3,-73.957,40.6867,2600
40221,1.0,3,-73.9884,40.7255,4500
10709,1.0,1,-73.9837,40.7674,3625
4690,1.0,3,-73.9682,40.7984,2925
36970,1.0,1,-73.9761,40.7937,2700
355,1.0,2,-73.9982,40.7568,3100
7943,1.0,1,-73.9743,40.7439,3495
23073,1.0,2,-73.9937,40.7649,2200
41214,1.0,0,-73.9892,40.7208,2200
19913,2.0,2,-73.9884,40.731,6350
6659,3.0,4,-73.9808,40.7639,5800
24474,2.0,2,-73.9929,40.6931,4600
18346,1.0,2,-74.0149,40.708,3400
44378,1.0,2,-73.9709,40.7528,3950
42690,1.0,0,-73.973,40.6714,1950
47851,1.0,0,-73.9765,40.7489,2600
36743,1.0,0,-73.9901,40.7599,2125
25237,1.0,2,-73.9539,40.8031,3000
29467,2.0,3,-73.9863,40.7664,5895
36640,1.0,2,-73.9438,40.8159,2300
39287,1.0,0,-73.9787,40.7389,1895
39773,1.0,0,-73.9887,40.7595,2295
43654,1.0,1,-73.9868,40.7649,3375
21603,1.0,2,-73.9934,40.7366,4500
923,1.0,1,-73.9789,40.7743,4000
9131,1.0,2,-73.9528,40.7766,2775
6274,1.0,2,-73.9512,40.778,3100
36871,1.0,1,-73.9625,40.7993,2500
2988,1.0,3,-74.0149,40.708,3500
2080,1.0,2,-74.0044,40.7231,3625
35135,2.0,3,-73.9659,40.7928,6000
46684,1.0,2,-74.0022,40.727,5000
3480,1.0,1,-73.8451,40.7098,1850
40472,2.0,2,-74.0112,40.718,4988
12142,1.0,1,-73.9978,40.7612,3625
35915,1.0,1,-73.995,40.6975,2495
24370,1.0,1,-73.9788,40.781,3100
28672,4.0,4,-73.9523,40.7912,16000
20211,0.0,1,-74.0161,40.7053,3750
2428,1.0,2,-74.0094,40.7047,5600
35745,1.0,3,-73.9773,40.7267,4200
48261,1.0,0,-73.8352,40.7192,1650
49044,1.0,2,-73.9847,40.7263,2475
8618,1.0,2,-73.9548,40.746,3949
48202,1.0,0,-73.9742,40.7959,2600
29722,1.0,1,-73.9957,40.7228,3600
47656,2.0,2,-74.0016,40.737,4695
47805,1.0,0,-73.9675,40.7943,2150
46008,1.0,1,-73.9473,40.7753,2450
4498,1.0,2,-73.9623,40.7967,2895
4410,1.0,1,-73.9543,40.7381,2995
9668,1.0,0,-73.9916,40.7655,1760
33318,1.0,1,-74.0018,40.7388,2800
1726,1.0,1,-73.9564,40.7772,2600
9805,1.0,1,-73.9828,40.6772,2100
6201,1.0,1,-73.9748,40.7481,4334
11139,1.0,2,-73.9499,40.7461,2750
21004,1.0,0,-73.9809,40.7413,2475
10390,1.0,1,-73.9477,40.773,2295
4561,1.0,1,-73.945,40.6386,1395
3703,2.0,2,-73.9982,40.7568,5695
23599,1.0,0,-73.999,40.761,2696
25602,2.0,2,-73.9825,40.7208,6000
29179,1.0,0,-73.9533,40.771,2100
11819,1.0,1,-73.9938,40.7653,2150
12005,1.0,0,-73.9476,40.7773,1925
15680,1.0,1,-73.9463,40.8039,1701
25174,1.0,1,-73.992,40.7334,3975
31872,1.0,1,-73.9211,40.8103,1500
25170,1.0,1,-73.9441,40.7877,1550
15673,1.5,6,-73.9897,40.7652,3650
1614,1.0,1,-74.0055,40.7111,3850
8286,2.0,2,-73.9592,40.7762,8500
33850,1.0,1,-73.9663,40.755,2795
18729,1.0,0,-73.947,40.6398,1195
14532,1.0,3,-73.9839,40.7307,5000
31921,1.0,0,-73.9825,40.7208,3992
40084,1.0,2,-73.96600000000002,40.8012,3600
48241,1.0,2,-73.9401,40.8214,2000
26992,1.0,2,-74.0021,40.7202,8795
18485,1.0,1,-73.9769,40.729,4014
38203,1.0,1,-73.9521,40.7175,3300
30335,1.0,0,-74.0096,40.7094,2600
14723,1.0,3,-73.9568,40.778,3450
37081,1.0,4,-73.9871,40.7298,6000
37593,1.0,1,-73.9547,40.69300000000001,2450
10108,1.0,2,-73.9508,40.6767,3300
34366,1.0,2,-73.9461,40.7928,1999
6650,1.0,1,-73.9845,40.7454,3100
36502,1.0,0,-73.9678,40.754,2575
10612,1.0,0,-73.9654,40.7554,2050
21154,1.0,2,-74.0012,40.6232,1550
12500,2.0,3,-73.9915,40.7678,5350
37581,1.0,1,-73.9757,40.7462,2800
2455,1.0,1,-73.9784,40.726,2895
43316,1.0,2,-73.9799,40.7635,3800
31669,1.0,3,-73.9947,40.6822,3804
35810,1.0,0,-73.9611,40.6461,1400
18057,1.0,2,-73.9481,40.7957,2659
16911,1.0,3,-73.9513,40.7804,4500
13805,1.0,1,-74.0055,40.7111,3500
35360,1.0,1,-73.9857,40.7283,2400
32169,2.0,3,-73.9785,40.7633,6340
19652,2.0,3,-73.9661,40.7929,5534
25628,1.0,3,-73.9524,40.6652,2750
48652,1.0,1,-73.97399999999998,40.7538,2900
7639,1.0,0,-73.956,40.7472,2495
8000,1.0,5,-73.9568,40.8047,6000
47080,1.0,2,-73.947,40.7736,2850
31290,1.0,1,-73.9625,40.7993,2500
47690,1.0,0,-73.994,40.7654,2150
22107,1.0,2,-73.9875,40.7743,3150
13806,0.0,2,-73.9312,40.8553,2500
21253,1.0,3,-73.9401,40.8438,2995
23320,1.0,0,-73.9523,40.779,1700
3769,3.0,3,-73.9704,40.7858,11000
39029,1.0,1,-73.9826,40.7282,2995
23848,1.0,1,-73.9799,40.7748,2700
13345,1.0,2,-73.9431,40.8344,1850
45659,1.0,2,-73.9472,40.8273,2300
6754,2.0,2,-73.9916,40.7452,6395
48266,1.0,3,-73.9807,40.7235,4000
47779,1.0,0,-73.9559,40.7777,2200
33888,1.0,0,-73.9774,40.7399,2795
38786,1.0,3,-73.9897,40.7652,4495
18996,1.0,0,-74.0011,40.7417,4475
26620,4.5,4,-73.953,40.7723,15000
35763,2.0,4,-73.9546,40.6404,3250
33933,2.0,2,-73.9916,40.7452,6000
17948,1.0,1,-73.9509,40.7735,2750
19010,2.0,1,-73.9722,40.6368,2200
42181,1.0,3,-73.9716,40.7913,3195
10457,1.0,2,-73.9877,40.7645,2700
41859,2.0,3,-73.9794,40.7279,5495
40512,1.0,0,-73.9483,40.7808,1950
46117,1.0,1,-73.9883,40.7777,3100
6161,2.0,4,-73.9791,40.7369,4900
1990,10.0,2,-73.9849,40.7633,3600
48034,1.0,1,-73.9574,40.7673,3100
47791,1.0,1,-74.0059,40.7075,2550
31260,2.0,2,-73.988,40.7784,6000
13909,1.0,0,-74.0008,40.7478,2595
6976,1.0,0,-74.014,40.7033,2525
5766,1.0,1,-73.9405,40.8233,1500
39995,1.0,2,-73.9416,40.8163,2200
41105,1.0,1,-73.9732,40.7476,3885
26298,1.0,1,-73.9894,40.7639,2400
28143,1.0,1,-74.0003,40.7301,2690
21741,1.0,1,-73.9784,40.7792,3100
26659,1.0,0,-73.9785,40.7633,2275
45495,1.0,0,-73.9554,40.7787,2000
47903,1.0,1,-74.0018,40.7388,3450
22719,3.0,4,-73.9713,40.7506,6350
38409,2.0,3,-73.9794,40.7804,8100
26044,2.0,2,-74.0086,40.7121,5995
28418,1.0,1,-74.0113,40.7075,3200
27227,1.0,1,-73.9466,40.6809,2550
40563,1.0,0,-73.9677,40.7539,2575
46258,1.0,0,-73.9751,40.7798,1795
28325,2.0,4,-73.9845,40.7454,6850
4471,1.0,2,-74.0109,40.7035,4600
37539,1.0,0,-73.999,40.761,2695
16629,1.0,3,-74.0149,40.708,3739
46144,1.0,0,-73.9548,40.746,2825
18001,1.0,0,-73.968,40.7976,2325
5650,1.0,1,-73.9811,40.7394,3595
35914,1.0,0,-73.9896,40.7341,3800
3288,1.0,2,-73.9625,40.7575,3050
32513,1.0,1,-73.9509,40.7803,2400
45014,1.0,2,-73.9751,40.7787,5900
13621,2.0,3,-73.9792,40.7431,5495
37798,1.0,0,-73.9848,40.7635,2450
48569,1.0,1,-73.9887,40.7192,3350
26139,2.0,3,-73.9533,40.768,5400
12169,1.0,1,-73.9569,40.8032,2500
22626,1.0,1,-73.9812,40.7449,3975
2797,1.0,1,-74.0055,40.7111,3500
46211,1.0,1,-73.9519,40.7697,2450
25780,1.0,1,-73.9868,40.7227,2695
30559,1.0,0,-73.94800000000002,40.7799,1825
12486,1.0,1,-73.98,40.7485,4395
40148,2.0,2,-73.945,40.6386,1595
37395,1.0,0,-87.6134,41.753,2000
40958,1.0,0,-73.9805,40.7399,1850
24117,1.0,2,-73.9907,40.7299,3200
9224,1.0,1,-73.9509,40.7764,2000
580,2.0,3,-73.9982,40.7568,4400
21976,1.0,0,-73.9886,40.7751,2830
31058,1.0,2,-73.9603,40.7695,4280
40804,0.0,0,-74.0026,40.726,2295
7553,1.0,0,-74.0036,40.7399,2550
8948,1.0,0,-73.9501,40.7706,1735
40500,1.0,1,-73.9598,40.7617,2195
27397,1.0,1,-74.0,40.678,2400
16461,2.0,3,-73.9663,40.8014,3700
44911,2.0,3,-73.8507,40.7204,3950
18159,1.0,1,-73.9839,40.7283,2500
4372,1.0,3,-73.9877,40.7378,5595
16373,2.0,3,-73.9929,40.7389,5000
42771,1.0,1,-73.9965,40.7382,4795
31411,2.0,4,-73.9691,40.7942,5200
24653,1.0,2,-73.9585,40.8018,2950
34705,2.5,3,-73.964,40.7643,5725
13599,1.0,3,-73.9217,40.6908,3200
38068,2.0,4,-73.9845,40.7454,6995
34190,2.0,2,-73.9716,40.7977,7900
35207,1.0,2,-73.9982,40.7568,3150
42223,2.0,2,-74.0035,40.724,15500
23900,1.0,2,-74.0021,40.7251,4300
5194,1.0,2,-73.969,40.7517,3100
44149,1.0,0,-74.0101,40.7066,2595
39806,1.0,0,-73.9376,40.8404,1450
17352,1.0,1,-73.9963,40.7391,2799
6791,1.0,1,-74.0322,40.7275,2400
2127,2.0,2,-73.9847,40.7751,6900
1372,1.0,1,-73.9881,40.733,1875
28093,1.0,1,-74.0026,40.7512,3800
5598,1.0,0,-73.9689,40.7602,2674
31587,2.0,3,-73.9438,40.7861,3695
12521,1.0,2,-73.9886,40.7656,3575
48855,1.0,1,-73.9638,40.7634,3495
35686,2.0,3,-73.9809,40.7443,5100
10856,1.0,1,-73.97399999999998,40.7538,2700
46853,1.0,0,-73.9401,40.7515,2100
26661,2.0,4,-73.9839,40.724,5500
16186,1.0,2,-73.8299,40.7094,1995
25298,1.0,0,-74.0095,40.7054,2575
5892,1.0,1,-73.9832,40.7189,3525
44150,2.0,2,-73.9695,40.7518,4795
9941,1.0,0,-73.8545,40.7359,1450
19633,2.0,2,-73.9894,40.7735,5475
38052,1.0,1,-73.9955,40.6625,2400
38689,1.0,2,-74.0113,40.7069,3400
45736,1.0,3,-74.0112,40.7063,3925
24235,1.0,3,-74.0044,40.7231,3625
25824,1.0,1,-73.9973,40.7565,3295
38626,1.0,0,-73.9901,40.7239,2600
18314,1.0,3,-73.9659,40.6736,3500
40748,1.0,1,-73.9717,40.7857,2575
8656,1.0,2,-73.9566,40.7788,5200
28179,1.0,2,-73.9472,40.7905,2500
39496,1.0,0,-73.9707,40.7528,2895
26705,1.0,1,-73.9577,40.7734,2300
19568,1.0,3,-73.9947,40.6822,4100
29448,1.0,2,-73.9862,40.7513,3200
20824,1.0,1,-73.9744,40.7477,2600
28771,1.0,1,-73.9863,40.6789,2350
5771,1.0,0,-74.009,40.7206,3400
17286,1.0,0,-74.0055,40.7111,3035
34917,1.0,2,-73.9603,40.7695,3300
6551,1.0,1,-73.9722,40.7892,2900
20159,1.0,0,-73.979,40.7454,1950
21733,1.0,1,-73.8853,40.7425,1875
44652,1.0,2,-73.9819,40.7299,3695
9639,2.0,2,-73.8634,40.732,2965
33221,1.5,1,-73.945,40.6877,2795
5804,1.0,2,-73.9793,40.7205,2950
21042,1.0,1,-73.9528,40.7796,3000
41448,2.0,2,-73.9899,40.7654,4095
33172,2.0,1,-73.9811,40.7449,5350
24554,1.0,2,-73.9741,40.7447,3295
33561,1.5,3,-73.977,40.7488,5100
15662,1.0,4,-73.9728,40.7978,4495
41864,1.0,4,-73.9082,40.6866,3300
35651,4.0,4,-73.9614,40.7579,14995
20725,3.0,2,-73.9681,40.755,13995
28102,1.0,1,-73.9738,40.7473,2500
12767,1.0,4,-73.9591,40.7994,5000
6505,1.0,2,-73.9799,40.7662,4800
37970,1.0,3,-73.913,40.7636,2500
41062,1.0,1,-73.96600000000002,40.7602,4600
17883,1.0,1,-73.9942,40.7252,3450
23456,1.0,1,-73.9905,40.7456,4730
35468,2.0,3,-73.9963,40.7606,4500
5091,1.0,0,-73.98899999999998,40.7595,2600
36997,2.0,4,-73.9955,40.7604,6000
10512,1.0,2,-73.9962,40.7593,3164
21078,1.0,3,-74.0059,40.7088,3100
20734,1.0,1,-73.9799,40.7878,2595
4029,0.0,0,-73.9627,40.8051,2995
26301,1.0,1,-73.9882,40.727,2295
43305,1.0,1,-73.9813,40.7712,3050
5356,1.0,1,-73.9822,40.7406,3495
29258,1.0,2,-73.9356,40.6829,2750
43924,1.0,1,-73.9517,40.7803,2012
36750,1.0,0,-74.0038,40.7406,2450
48707,1.0,1,-73.9444,40.7802,3140
37431,1.0,1,-73.9574,40.7701,2950
31944,1.0,0,-73.9784,40.7775,2000
43662,1.0,2,-73.9887,40.7293,3200
6962,1.0,1,-73.9631,40.7985,2045
36787,1.0,2,-73.957,40.773,2575
19805,1.0,1,-73.9476,40.7797,2700
40798,1.0,1,-74.0056,40.7109,3747
34323,2.0,3,-73.946,40.8231,3250
4450,1.0,1,-73.9931,40.7327,4025
35156,1.0,0,-73.9865,40.7301,2825
40150,1.0,4,-73.9812,40.735,4300
3354,1.0,3,-73.9829,40.7806,4350
36543,1.0,0,-73.9909,40.7448,3456
31647,2.5,3,-73.9805,40.7825,14500
8457,2.0,4,-73.9781,40.7413,6750
24947,1.0,2,-73.9531,40.8199,2300
39051,2.0,3,-73.9478,40.7802,5200
29410,1.0,2,-73.9907,40.7177,3450
37171,1.0,0,-73.8638,40.7327,2050
36466,1.0,1,-74.0091,40.7123,4200
17056,1.0,0,-73.9884,40.7255,2400
3597,2.0,2,-73.9816,40.7768,8181
10146,2.0,3,-73.9884,40.7491,4650
46232,1.0,0,-73.968,40.7976,2425
1954,1.0,1,-73.9782,40.7749,2775
3197,1.0,1,-74.0053,40.7484,5210
19606,2.0,4,-73.9936,40.7391,7800
7581,1.0,0,-74.0069,40.7074,2870
36205,1.0,3,-73.9871,40.7298,4950
141,2.0,1,-74.0081,40.7324,8400
41022,1.0,1,-73.9495,40.7708,2175
9526,1.0,1,-73.9731,40.7866,3800
22631,1.0,3,-73.9368,40.8503,2999
27957,1.0,1,-73.9621,40.7986,2295
30344,1.0,0,-74.0006,40.7383,2525
9689,1.0,2,-73.9808,40.6693,3500
14593,1.0,1,-73.9994,40.7606,3990
38213,1.0,1,-73.999,40.761,3350
7518,1.0,2,-73.9618,40.7965,2895
48072,1.0,1,-73.9564,40.7481,3490
11302,1.0,2,-73.9781,40.7413,3300
48611,1.0,1,-73.9789,40.7743,3650
25860,1.0,2,0.0,0.0,2950
17968,2.0,3,-73.9956,40.7621,10000
3562,2.0,2,-73.9536,40.7775,3000
27431,1.0,2,-73.9828,40.7376,3400
32179,1.0,1,-73.9608,40.7688,4095
12434,2.0,2,-74.0031,40.7288,3150
46943,1.0,0,-73.9757,40.7461,2700
1729,1.0,0,-73.9764,40.7894,2200
30376,1.0,0,-73.9691,40.759,2200
31295,1.0,1,-73.9517,40.7802,2100
16772,1.0,2,-73.9866,40.7514,3500
19258,1.0,1,-73.9921,40.7618,2600
12136,1.0,1,-73.9865,40.737,2435
25474,1.0,1,-74.0016,40.6239,1400
11665,1.0,2,-73.9468,40.7235,2995
29457,1.0,1,-73.9978,40.7612,3300
3794,1.0,0,-73.9757,40.7462,2625
24992,1.0,2,-73.953,40.7748,3295
40038,1.0,0,-73.9505,40.7771,2300
4819,1.0,1,-73.9788,40.7287,2451
25212,1.0,2,-73.9838,40.7587,3600
7929,1.0,2,-73.8545,40.7359,2275
30441,2.0,2,-73.98,40.7292,4499
33024,1.0,0,-73.8992,40.7454,1430
24026,1.0,1,-73.95100000000002,40.8082,2300
30403,2.0,2,-73.9712,40.7831,11500
870,1.0,1,-73.968,40.7672,2800
31198,1.0,0,-73.9598,40.7679,2500
34377,1.5,3,-73.9875,40.7318,5550
36374,1.0,0,-73.9989,40.7611,2400
22775,2.0,2,-74.0096,40.7141,8700
7347,1.0,1,-73.9785,40.7655,3425
34776,1.0,3,-73.945,40.8327,2725
37231,1.0,2,-73.964,40.7643,3500
11173,1.0,0,-73.984,40.7284,2450
45124,1.0,1,-74.0069,40.7074,3990
1112,1.0,2,-74.0019,40.7387,4200
19134,1.0,2,-73.9903,40.7138,3950
25492,1.0,1,-73.9543,40.78,1700
20380,1.0,2,-73.9515,40.7867,2600
4046,2.0,2,-73.9497,40.7844,4109
23195,1.0,0,-73.9522,40.7663,2443
21991,2.0,2,-73.9128,40.8851,2500
4960,1.0,3,-73.9416,40.79,2850
24618,1.0,1,-73.9705,40.7893,3700
42206,3.0,4,-73.9478,40.7786,5200
43734,1.0,3,-73.9486,40.7968,3550
36228,1.0,3,-73.9959,40.72,3700
30074,1.0,1,-73.9827,40.7797,2689
40032,2.0,3,-73.9616,40.7677,7795
37331,1.0,1,-73.9982,40.7568,3100
16824,1.0,2,-73.9741,40.679,3500
31594,2.0,2,-73.986,40.7609,6000
16393,1.0,1,-73.9849,40.7628,2895
5021,0.0,2,-73.9312,40.8553,2500
13342,1.0,0,-73.9631,40.7983,1795
31558,1.0,0,-73.9864,40.7625,2900
47260,1.0,2,-73.9824,40.7242,2500
7484,3.5,4,-73.9814,40.7843,20000
7968,1.0,3,-73.9779,40.7413,4450
47097,1.0,3,-73.9846,40.7228,5700
25221,1.0,1,-74.0013,40.7366,3625
20162,1.0,3,-73.9395,40.8212,2550
42226,1.0,3,-73.9863,40.7349,7000
3122,2.0,1,-73.9785,40.7633,5695
14623,2.0,3,-73.8507,40.7231,3500
36322,1.0,2,-74.0029,40.7346,5025
20919,1.0,2,-73.9391,40.8449,1900
17194,1.0,2,-73.938,40.6818,2250
28609,1.0,0,-74.0151,40.7084,2350
26792,1.0,3,-73.9397,40.8026,2700
13274,1.0,2,-73.9478,40.7786,2800
28214,1.0,1,-73.9826,40.7236,2895
34886,3.0,2,-73.9653,40.7579,7329
15634,1.0,2,-73.9578,40.8198,2500
